book_a;book_b;count
0786866845;0446610038;3
0312283709;038533334X;3
0312283709;0385475721;3
0312283709;0385498802;3
0312283709;0385509510;3
0452277337;0316777722;3
0312284683;0060928336;3
0786866845;0385424736;3
0312283709;1573225789;3
0786866845;0375706771;3
0618002235;0553250426;3
0618002235;0553250531;3
0312284683;0140293248;3
0452277337;0312291639;3
0786866845;0440236703;3
0441627404;0440211263;3
0553210793;0316666343;3
0452277337;0312282990;3
0786866845;0671001795;3
0452277337;0060958022;3
0452277337;0060987529;3
0312284683;0312265867;3
0786866586;0446610038;3
0312284683;0312306326;3
0441627404;0451156609;3
0452277337;0060502258;3
0441627404;0451454243;3
0553210793;0345337662;3
0553213172;0553274295;3
0374525641;0061009059;3
0553213172;0440219078;3
0553213172;0446365386;3
0425191184;0440241537;3
0425191184;043935806X;3
0374525641;0060392452;3
0553213172;0448095017;3
0375406182;0440235596;3
0671034022;0440213525;3
0553213172;0679781587;3
0425129586;0446310786;3
0441627404;074343627X;3
0441783589;0312924585;3
0553210793;0345370775;3
0553210793;0345361792;3
0441627404;067102423X;3
0671868691;0425162443;3
0786866586;1573225789;3
0786866586;0425178579;3
0671868691;0345391055;3
0312284683;0385510438;3
0452277337;0439139597;3
0312288115;0140298479;3
0786866586;0449910571;3
0618129022;0345313860;3
0452277337;0380820293;3
0671868691;038531292X;3
0425191184;039914563X;3
0374525641;0070212570;3
0553278274;0385486804;3
0374525641;0312195516;3
0375406182;0345459202;3
0374525641;014029628X;3
0446364800;155874262X;3
0425171396;0425161722;3
0374525641;0151008116;3
015600710X;1558743669;3
015600710X;1558744150;3
0451456521;0679751521;3
0451456521;0679781587;3
015600710X;068484477X;3
015600710X;0609804138;3
0804105820;0060256737;3
0451410947;0375706771;3
0446364800;0767902521;3
0375406182;0375725784;3
0375406182;0375726403;3
0446364800;0743418174;3
0553278274;0385504209;3
0375406182;0151008116;3
0553382179;1592400876;3
067172262X;0670892963;3
0671034022;0380731851;3
060980619X;0140270590;3
0374270325;0446391301;3
060980619X;0140293248;3
0156012197;0099771519;3
0156011042;0452284449;3
0375406182;0312195516;3
0425129586;0446605239;3
0451456718;0345337662;3
0374525641;0316776963;3
0451456521;0590353403;3
0425188809;067102423X;3
0553278274;0440214041;3
0425191184;0425182908;3
0553278274;0439136369;3
0374480095;0345416260;3
0804105820;0312265867;3
0425188809;0553582755;3
0375406182;0684874350;3
0425188809;0553582747;3
0425188809;0553579754;3
0375406182;0743418174;3
0374525641;0375707972;3
0375406182;0142002267;3
0451456521;0679745203;3
0425190641;0743467523;3
0451410947;0312195516;3
0553278355;0312195516;3
0451403703;0553582747;3
0156028778;0375726403;3
0156028778;0316666343;3
0802132952;0679723161;3
0375411550;0446310786;3
0425192733;0060987561;3
0142001821;1400031354;3
067172262X;0140067477;3
0671776134;0385722206;3
0425192733;0345413377;3
0425188787;059035342X;3
0804109729;0451172817;3
0380012863;0316769487;3
0671776134;0312291639;3
0156028778;0374199698;3
0156028778;0345436911;3
0802132952;0679745203;3
0425188787;043936213X;3
015602943X;0385484518;3
015602943X;0380977788;3
0375411550;044651862X;3
0804109729;0743211383;3
0156528207;0064407667;3
0553278355;0375412530;3
0553278355;0316666343;3
0671759345;0440495962;3
0156528207;044021145X;3
0451403703;0425179672;3
0375411550;0671038184;3
0375411550;0452282829;3
038000917X;0345443284;3
0451403703;0553579754;3
0671776134;0142000205;3
0375411550;0452264464;3
0671776134;0142001740;3
0156528207;0449223604;3
0451403703;0553582127;3
0374172897;0312278586;3
0804109729;0451169530;3
0142001821;0786868716;3
0425192733;0140298479;3
0671776134;0399148027;3
0446387878;0671693816;3
0671776134;0385337639;3
0156528207;0440498058;3
0156628708;044023722X;3
0446360856;0440220602;3
0380012863;0440214041;3
0451403703;0345409973;3
0375411992;0316693006;3
0375411992;0316666343;3
0671036505;042518286X;3
0375411992;0679454489;3
0375411992;0345313860;3
0375411992;0679454470;3
0451403703;0452269571;3
0375411992;0316693200;3
0425192733;0440414806;3
0802132952;0451191137;3
0380703882;0440220602;3
0156628708;043935806X;3
060980619X;0425192725;3
0446360856;0446609404;3
0156628708;0439139597;3
0380703882;044022165X;3
0425192733;0446602612;3
0804109729;0385504209;3
0380012863;0440220602;3
0156628708;0385504209;3
0451403703;0345413873;3
0380703882;0440226430;3
0804109729;0786868716;3
0375411992;0385472951;3
0553234811;0064400026;3
038000917X;0385504209;3
0451403703;0440998050;3
0156528207;0060928336;3
0553234811;0312195516;3
0380703882;0312966970;3
0671036505;0425192725;3
0802135196;0451177096;3
0804109729;0684801523;3
0802132952;1573229326;3
015602943X;0312980140;3
0380012863;0060915544;3
015602943X;0060987103;3
0802135196;0743418174;3
0380012863;0553296981;3
0142001821;0316781142;3
0380703882;0553580191;3
0310205719;0684848783;3
0802132952;0312924585;3
0310205719;084232920X;3
0142001821;0316601950;3
0310205719;0842332251;3
031205436X;0312278586;3
055321330X;0345313860;3
0802132952;0140042598;3
031205436X;0140298479;3
0380012863;059035342X;3
055321330X;0345337662;3
031205436X;0060938455;3
0802132952;0393312836;3
0156711427;0312195516;3
0804109729;0345370775;3
0156711427;0380778556;3
0142003727;0140293248;3
0446365505;0671758896;3
0310205719;0786868716;3
0310205719;0842329129;3
060980619X;0385335482;3
0425177173;014029628X;3
0446365505;0446605239;3
0553277537;080410526X;3
0310205719;0385721420;3
0671036505;0316666343;3
0553278274;0684874350;3
060980619X;0375760911;3
0380703882;0553579754;3
0380703882;0452282152;3
0156711427;0552996181;3
060980619X;0375727345;3
0142003727;0767907817;3
0142003727;0786868716;3
0156006529;0671038184;3
0451456521;0385504209;3
0425190641;0449005615;3
0156006529;0452282829;3
0451456521;0439136350;3
0425172996;0553582747;3
037540256X;0743418174;3
037540256X;0684867621;3
0671776975;0767902521;3
0446364495;0140298479;3
0446364495;0842329129;3
0425172996;042518109X;3
0425172996;0425166619;3
0380698714;0812550706;3
0425190641;0345417623;3
0425190641;0345389417;3
0425172996;0425161242;3
0425172996;0451169522;3
0425172996;0449006522;3
0156006529;0156005891;3
0156006529;015600710X;3
0380600129;0553274295;3
0380600129;055321313X;3
0425190641;044023722X;3
0425190641;0439136369;3
0451410947;0385504209;3
0553278274;0060976845;3
067103619X;0385504209;3
0156006529;0316601950;3
0425172996;0451169530;3
0156006529;0375727345;3
0671742515;0552124753;3
0671742515;0552128481;3
0425190641;0425177173;3
0671742515;0552131075;3
0671742515;0552140287;3
0156006529;0316899984;3
0375411550;0385502532;3
0553234811;0439136350;3
0375411550;0345339681;3
0446360856;0446364800;3
0446360856;0671743058;3
0553382179;0671014196;3
0671036505;0449212602;3
0446360856;044021145X;3
037540256X;044023722X;3
0425172996;0446610038;3
0425190641;0385337639;3
0804109729;044021145X;3
0671036505;0446611867;3
0804109729;0440213525;3
0671036505;038079487X;3
0553210092;0440213525;3
0553210092;0440222656;3
0670031909;1400031354;3
0553210092;0440234743;3
0671886665;0060502258;3
0671027662;0671525743;3
0671027662;0553280368;3
0425133516;0440224764;3
0671822209;0345313860;3
0385475772;0142001430;3
0385475772;0156027321;3
0446350109;0451184963;3
0425133516;0425170349;3
0385475772;006000438X;3
0425133516;0439064864;3
0425133516;0439136350;3
0385475721;0743418174;3
0385475721;0671003755;3
0425133516;0446610038;3
0446350109;0684872153;3
0445406518;014029628X;3
0385475772;0140293248;3
0671028367;0345413881;3
0312421273;0375706771;3
0670031909;0552134619;3
0312421273;0375726403;3
0786866020;0811801802;3
0670031909;0446610542;3
0312421273;0671003755;3
0671880187;0446310786;3
0385425473;0446310786;3
0312421273;0812967240;3
0671028367;0380817691;3
0452281032;0375706771;3
0452281032;0345342968;3
0312952716;0671888587;3
0771060548;039592720X;3
0771060548;0394223802;3
0771060548;038079487X;3
0771060548;0375706410;3
0670031909;0142001805;3
0670031909;0151008116;3
0670031909;0156027321;3
0670031909;0312265867;3
0670031909;0312274920;3
0670030643;1400031354;3
0670030643;1400034779;3
0671880187;0684874350;3
0385425473;0316666343;3
0425169693;0440225701;3
0786866276;0060987561;3
0671880187;0385504209;3
0786866020;0877017883;3
0786866020;0679457526;3
0670030643;0553272535;3
0786866020;0684874350;3
0671028367;0446527165;3
0671880187;0439136350;3
0786866020;1592400876;3
0671880187;0553211404;3
0671822209;034538184X;3
0553382179;0375706771;3
0312147015;0385265700;3
0385475772;1573225789;3
0312147015;0375707972;3
0374121230;0375706771;3
0374121230;0375705856;3
0374121230;0375502238;3
0553212583;0440213525;3
0553212583;044021145X;3
0374121230;0375726403;3
0446354732;0446350982;3
0446354732;042518630X;3
0446354732;0440200989;3
0446354732;0440211727;3
0374121230;0375760911;3
0802132758;0316666343;3
0312147015;0142004235;3
0312147015;0312976275;3
0446353957;0786868716;3
0446353957;0743418174;3
0374121230;0060976241;3
0312147015;0812550706;3
0553382179;0316096199;3
0609809547;0312278586;3
0609807900;0767905180;3
0553382179;0385504209;3
0446354732;0446608955;3
0802132758;0345370775;3
0312205406;0312265840;3
0446350109;0312278586;3
0385475721;0449212602;3
0312205406;0060392452;3
0446354732;0671042858;3
0446354732;0671041789;3
0446354732;0671027573;3
0553382179;044021145X;3
031205436X;0375725849;3
0609807900;014028009X;3
0446354732;059035342X;3
0312099436;0452282152;3
0553212583;0156628708;3
0553212583;0142001740;3
0312099436;0375726403;3
0802132758;0679723110;3
0609807900;0312278586;3
031205436X;0684874350;3
0312099436;0312195516;3
0385475772;068484477X;3
0312099436;0060934417;3
0312099436;0060915544;3
0385475772;031242227X;3
0425133516;0425116840;3
0425133516;0399501487;3
0425133516;0425109720;3
0385475772;0060987103;3
0385475721;0375700757;3
0385475721;0449907481;3
0786889616;0451204891;3
0425133516;0804106304;3
0786889616;0446612790;3
0786889616;0440241073;3
0786889616;0440235162;3
0312205406;0385504209;3
0312205406;0385484518;3
0312205406;0671001795;3
0373250118;0140293248;3
0373250118;0345453387;3
0373250118;031298328X;3
0373250118;0385730586;3
0373250118;0375727345;3
0373250118;0767905202;3
0373250118;0767912233;3
0425135020;0425182908;3
0425135020;0425163385;3
0425135020;0425137562;3
0786868015;0670858692;3
0786868015;0670839531;3
0441783589;0670868361;3
0786868015;0451156609;3
0671880187;0316666343;3
0671880187;0375705856;3
0671868713;067169071X;3
0671868713;0671001132;3
0618129022;0345339681;3
0786866276;038079487X;3
0671868713;038079487X;3
0786866276;0375727345;3
0671868691;0671041789;3
0452277337;155874262X;3
0786866276;0671038184;3
0671868691;067169071X;3
0618129022;0440213525;3
0618129022;0449005615;3
0786866276;0452282829;3
0786866276;0452264464;3
0671868691;0515131229;3
0618129022;0439064864;3
0618129022;0439136350;3
0618129022;043935806X;3
0441008534;0743418174;3
0767916069;0142001740;3
0452281679;0060928336;3
0312961324;0375707972;3
0312961324;014023313X;3
0312961324;0140067477;3
0767916069;0312278586;3
0312955006;0553279556;3
0312961324;014028009X;3
0312961324;0312195516;3
0312961324;0312924801;3
0452281032;0679734775;3
0767916069;0375727345;3
0671027662;0446611867;3
0670805149;0385199570;3
0767916069;0380718332;3
0767916069;0385721420;3
0767916069;0385484518;3
0767916069;0385265700;3
0312955006;0449227421;3
0767916069;0446672211;3
0767916069;0446613266;3
0312955006;0671001795;3
0312955006;0671003755;3
0312955006;0671568175;3
0670805149;0345368754;3
0452281679;0312422156;3
0441005764;0345370775;3
0452281725;0061009059;3
0670805149;0375703055;3
0452281032;0452282195;3
0670805149;0316776963;3
0670805149;0345337662;3
0671886665;0671004530;3
0671886665;0312924585;3
0671886665;0553572997;3
0671886665;059035342X;3
0671886665;0671003755;3
0786861347;044651652X;3
0441005764;043935806X;3
0452280621;055321313X;3
0452281032;0399148027;3
0452281032;0375758992;3
0452281032;044021145X;3
0452281032;0375727345;3
0786808551;0312195516;3
0786808551;0060928336;3
0312952716;0446343455;3
0312952716;0446359866;3
0771060548;0679781587;3
0771060548;067976402X;3
0770422632;0312195516;3
0770422632;0140067779;3
0770422632;0060987561;3
0770422632;0671003755;3
0670805149;0440219078;3
0312925883;055356451X;3
0452281679;0385336179;3
0441008534;0385335482;3
0441008534;0441005748;3
0441008534;0441005241;3
0441008534;0441004520;3
0671027662;0316601950;3
0452281679;0385505833;3
0671027662;0380710218;3
0441102670;0671042858;3
0441102670;0671041789;3
0441102670;0670839531;3
0441102670;0670835382;3
0671027662;0425183971;3
0671886665;1558744150;3
0441102670;0345339703;3
0671886665;0446606189;3
0671886665;0446610038;3
0425169693;0316666343;3
0425169693;0140042393;3
0671027662;0425154092;3
0786861347;0385484518;3
0671027662;0440224764;3
0099245027;0446610038;3
0316779490;0679781587;3
0385315309;0553572326;3
0385315309;0451184963;3
0385315309;0449005909;3
0385315309;0451169522;3
0316779490;0684848783;3
0385315309;0590353403;3
0671016768;0385479565;3
0425152898;0316666343;3
034530988X;059035342X;3
0345404114;0451188454;3
0515126489;0765341972;3
034530988X;067102423X;3
034530988X;0451184963;3
034530988X;0451167317;3
034530988X;0451167805;3
034530988X;0451176464;3
0316779490;0786866586;3
0743407083;0440220602;3
0515121495;0451190521;3
0553294385;0553278223;3
0671001132;0451184963;3
0553294385;0440180295;3
0671001132;0451177096;3
0743407083;0743418174;3
0553294385;0812550706;3
0671001132;0451156609;3
0671001132;0451161343;3
0671001132;0451161351;3
0515121495;0553279378;3
0671001132;0451169514;3
0671001132;0451172817;3
0671001132;0671868713;3
0553294385;0451169514;3
0743406176;0375727345;3
0743262174;067976402X;3
0743262174;0679751521;3
0515121495;0515130044;3
0440235162;0440224624;3
0553294385;0553293354;3
0743406176;0671693816;3
0743407083;0440211727;3
0553294385;0553580272;3
0553294385;0618002227;3
0316779490;0385484518;3
0425150143;0553250426;3
0743407083;0316666343;3
0316779490;0385720106;3
0316779490;0451197747;3
0316779423;0804111359;3
0316779423;1400031354;3
038531700X;0316666343;3
0440236053;0312966091;3
0316779423;0446672211;3
0316779423;0451166892;3
0743411250;0316789089;3
0316779423;0452282152;3
0743411250;0316781266;3
0425150143;0446610038;3
0316779423;0446600660;3
038531700X;0345459202;3
0743411250;0375727345;3
0743411250;0375707972;3
0743411250;0375706771;3
0316779237;0743418204;3
0316779237;0802130208;3
0316779237;1400031362;3
0425150143;0440213525;3
0316779237;0671510053;3
0553294385;0441790348;3
0425150143;0671004530;3
0425150143;067102423X;3
0743262174;0786885688;3
0425150143;0451172817;3
038531700X;0385504209;3
0425150143;0440234743;3
038531700X;0385511612;3
038531700X;0425157539;3
0316779237;0446670111;3
038531700X;0425132048;3
0316779237;0515119644;3
0316779237;0671001795;3
038531700X;0425189864;3
038531700X;0425182878;3
0345404114;0142001430;3
0553289691;0380002930;3
0671016768;0380718340;3
0380804557;0679781587;3
0440224837;0553279378;3
0380804557;0385504209;3
0345404114;0345384369;3
0345404114;0312924585;3
0345404114;0440213525;3
0345404114;042513525X;3
0553289691;0446604666;3
067976397X;0151008116;3
0345301110;0316666343;3
0380804557;0440206154;3
0345301110;0345337662;3
0515135739;0440225701;3
0380804557;0380002930;3
0345301110;0312278586;3
0553280414;0671744216;3
0345301110;0060928336;3
067976397X;0060959037;3
0345301110;0060930535;3
067976397X;0140244824;3
0345301110;014028009X;3
0345301110;0140293248;3
067976397X;0060987103;3
0345404475;0399501487;3
034529873X;0440940001;3
0345404475;0802130208;3
0345404475;0671003755;3
0671016768;067976402X;3
034529873X;0425154092;3
0440213029;0671041789;3
0515135739;0515122491;3
0440213029;0743418174;3
0345404475;0618002227;3
0515135739;0515133302;3
0515135739;0515132187;3
0345404475;0440180295;3
067976397X;0316666343;3
0671016768;0553582747;3
0671016768;0553582526;3
034529873X;1559029838;3
0671016768;0553279556;3
0671016768;0553279378;3
0679760806;0156001314;3
0671016768;0553576801;3
0345404475;0380002930;3
067976397X;0375727345;3
0440224837;0064400557;3
067976397X;0345445848;3
0345404475;0440226430;3
0440213282;0671004549;3
0345404475;0385335482;3
0440213282;0671004573;3
0515126489;0446612545;3
0515126489;0553272535;3
0385318782;1573225789;3
0385318782;1558744150;3
0316769495;0684801523;3
0385318782;1558743669;3
0385318782;0671510053;3
0440236169;0553295772;3
0316769495;0451524934;3
0316769495;0452269571;3
0440236169;0380731851;3
0440236169;0345413873;3
0316769509;0553278223;3
0743411323;1573225789;3
0743411323;0670894605;3
0743411323;0385498802;3
0385318782;0345423097;3
0743411323;0399148027;3
0316769509;0316666343;3
0316769509;0316769495;3
0316769509;0316777730;3
0385318782;0743418174;3
0743411323;0743237188;3
0743411323;068484477X;3
0440236061;0743437802;3
0743411323;0679746048;3
0743411323;0786867647;3
0515120898;0399148027;3
0515120898;0425162443;3
0440236061;0061031410;3
0380789884;0373483503;3
0440236061;034541389X;3
0515120898;0451184963;3
0515120898;0312195516;3
0515120898;0316666343;3
0515120898;0446672211;3
0743411269;0440216745;3
0515120898;0060976845;3
0515120898;0894803204;3
0515120898;0786868716;3
0440235162;0060930535;3
0743262174;0375706771;3
0743247612;1573225789;3
0440235162;067101420X;3
0440235162;0671014196;3
0440235162;0446519138;3
0440235162;0440224764;3
0380792745;0316666343;3
0380792745;0312195516;3
0380792745;0060987529;3
0440236169;0316666343;3
0553294385;0156027321;3
0743247612;0679746048;3
0743247612;0671003755;3
0440235502;0449212602;3
034529873X;043936213X;3
034540761X;0446608890;3
0440225817;0449219461;3
0440225817;0449221482;3
0440225817;0670894605;3
034540761X;0446611867;3
0553292722;0743206045;3
0330262130;055321313X;3
0440225817;055357230X;3
0330262130;0842329242;3
0330262130;0894808249;3
0553292722;0553579606;3
034540761X;0446608815;3
0553292722;0553564528;3
0553292722;0553561618;3
0330267388;0064407675;3
0330332775;0099771519;3
0330332775;0140298479;3
0743222229;0385504209;3
0330332775;0375703861;3
0425152251;0679457313;3
0425151875;0425150143;3
0440225825;0553579606;3
0425151875;0425147363;3
0743224574;0679781587;3
0743224574;067976402X;3
0743224574;0385337116;3
074322423X;0786868716;3
0316969680;0786868716;3
0316969680;0671003755;3
0743225082;0099771519;3
0316969680;0684835959;3
0316969680;0743206045;3
0671002481;0684801523;3
0671002481;080411109X;3
0330262130;0440487617;3
0330262130;0440498058;3
0330267388;0552124753;3
0330267388;0552131059;3
0330267388;0552134627;3
0330267388;0590660543;3
0330262130;0316666343;3
0743224574;043935806X;3
0330262130;0064407675;3
0330262130;0312305060;3
0743224574;0446532231;3
0316969680;0553279912;3
0671002481;0671036505;3
0440224705;0743460529;3
0740704818;0743418174;3
0440224705;074343627X;3
0743225325;0312966970;3
0671002481;0515126772;3
0440224705;0786868716;3
0740723367;0380718340;3
0743225325;0312195516;3
0553293354;0345404475;3
0671002481;0449212602;3
0743225325;0060502258;3
0671002481;0553268880;3
0553293354;0345342968;3
0671002481;0425174271;3
0671002481;0440111811;3
0671002481;0440224675;3
0743225325;0142001740;3
0743225325;0142000205;3
0553293354;0345337662;3
074322535X;0385265700;3
0345409469;0441003257;3
074322535X;038548951X;3
074322535X;0385482388;3
0345409469;0316666343;3
0345409469;0345337662;3
0345409469;0345351525;3
0743225325;080411109X;3
0345409469;043935806X;3
0345404793;0385504209;3
0425152499;0440215625;3
038529929X;0385498721;3
0440213029;0385505833;3
0515125628;0679781587;3
0440225299;0553582127;3
0440225299;0553572997;3
0425152499;0451188454;3
0743206061;0553802461;3
0743206061;0971880107;3
0743206061;0670894605;3
0743206061;0553802488;3
0345409469;0380730138;3
0345409469;0375707972;3
0345404793;0380002930;3
0553293354;0441569595;3
0316789976;0684848783;3
0316789976;0446670251;3
0316789976;0375706771;3
0440212359;155874262X;3
0743224574;0312278586;3
0316789844;0060930535;3
0316789844;0316601950;3
0345314255;0812551486;3
0345316509;034530988X;3
0689817851;0385335881;3
0440224705;0446612545;3
0345314255;0345317580;3
0345314255;0345337662;3
0345314255;0345339681;3
0345314255;0345350499;3
0345314255;0886773520;3
0671004107;0345378490;3
0671004107;0312278586;3
0440224705;0425169863;3
0689817851;0375725784;3
0440224705;0425154092;3
0689817851;0553208845;3
0440224705;043936213X;3
0679774025;0446310786;3
0515126489;0345413873;3
0679774025;0385265700;3
0679774025;0375700757;3
0679774025;0312195516;3
0688177867;0425166619;3
0345318854;0452282152;3
0679774025;0060175966;3
0679772677;067976402X;3
0345318854;0449212602;3
0679772677;0449212602;3
0679774025;0060976845;3
0345303067;0446394521;3
0345303067;0446672211;3
0345303067;0375727345;3
0345303067;0440206154;3
0345303067;044021145X;3
0345303067;0440214041;3
0425152499;0743469801;3
034529873X;059035342X;3
034529873X;0440234743;3
0440213029;067976402X;3
0440224853;014028009X;3
034529873X;0671042858;3
067976397X;0452282152;3
0688177867;0385720106;3
0740723367;044021145X;3
0679772677;0385474016;3
0679772677;0316666343;3
0679772677;0060934417;3
0679772677;0312195516;3
0679771476;0375727345;3
0679771476;0446310786;3
0345318854;0060809833;3
0345318854;0061009059;3
0679775439;0316666343;3
0515127221;0385337639;3
0345317580;0345314255;3
0515127221;0345342968;3
0515127221;0385492081;3
0515127221;0385505833;3
0679774025;068484477X;3
0515127221;0743237188;3
0515127396;0312980140;3
0380804697;0373218397;3
055328942X;1400031354;3
0345317580;0451151259;3
0515127221;0312980140;3
0679774025;1573225789;3
0345354621;0449212602;3
0440217563;0671027360;3
0345362861;014100018X;3
0440221315;0743460529;3
0515133302;0312195516;3
0515131083;0312305060;3
0515131083;014028009X;3
0515133876;0399148639;3
0515131083;0142001740;3
0684810395;0553801430;3
0440221315;0786868716;3
0345362861;0064400557;3
0345362861;0140298479;3
0345362861;0345313151;3
0553283685;0345339738;3
0553283685;044021145X;3
0380820447;0385335830;3
0440217547;0380018179;3
0345384377;0553582747;3
0440217547;0385504209;3
0515133302;0515135739;3
0684803860;0671028375;3
0515133302;0515130966;3
0380820447;0385504209;3
0345384377;0743418174;3
0440217547;014028009X;3
0380820447;014028009X;3
0440217547;0375727345;3
0440217547;0316601950;3
0380820447;0312966970;3
0380820447;0061009059;3
0440217547;0440224780;3
0440217547;0440225701;3
0684810395;0316666343;3
0684810387;0671001795;3
0684810387;0440226430;3
0684810395;0316666009;3
0684810387;0684835959;3
0380820447;0316284955;3
0440218535;0316666343;3
0553287893;0451170385;3
0553287893;0451169514;3
0553287893;0449212602;3
0553287893;0553278223;3
0380820447;014029628X;3
0684803860;0553280341;3
0515132268;0515134384;3
0440220653;0345378490;3
0440220653;0345361792;3
0440220653;0553268880;3
0345354613;0446672211;3
0440220653;043935806X;3
0515132268;0671001795;3
0440220653;0440998050;3
0515132268;0894808249;3
0515132268;1551665301;3
0515132268;0385504209;3
0380816547;0312983867;3
0380816547;0060987103;3
0440220653;055357230X;3
0440220653;0515102652;3
0684832291;0684835959;3
0345354613;0679751521;3
0345354613;080410526X;3
0684803860;0312983867;3
0684803860;0316168815;3
0515133639;0441003745;3
0515133639;0441001971;3
0684803860;0385504209;3
0380820447;0439064872;3
0684803860;0385479565;3
0380820447;0446603716;3
0345354613;0345427637;3
0684853523;0679429220;3
0345354613;0345417623;3
0345354613;034540288X;3
0684853523;0670868361;3
0345354613;0345370805;3
0684853523;0743235150;3
0684853523;0743211383;3
0345354613;0345370775;3
0515133639;1400031354;3
0515133639;0679429220;3
0515131083;0671038184;3
0515133639;0375702709;3
0515133639;0380792745;3
0515133639;0375726403;3
0684803860;0345337662;3
0345409973;0060502258;3
0345409973;0316781142;3
0345409973;0070212570;3
0345409973;0066214122;3
0440212359;0671003755;3
0440212359;068484477X;3
0440212359;0553272535;3
0345409973;0345313860;3
0316782262;0743237188;3
0440212359;014025448X;3
0316782262;0743418174;3
0316782262;0743454529;3
0440212359;0140254544;3
0316782262;0312195516;3
0385314698;0345370775;3
0345413369;0060930535;3
0345409973;0451403703;3
0345409973;0451172817;3
0440212359;044021145X;3
0440212359;0440213029;3
0743225422;0316601950;3
0553293354;0552124753;3
0345409973;0425169863;3
0345409973;0385199570;3
0345409973;0345417623;3
0440236061;0446608890;3
0440236061;0446611212;3
0743411269;0743437640;3
0440236061;0446605239;3
0440236061;0446601241;3
0440236061;0446610038;3
0743411269;0671014196;3
0385318073;067976402X;3
0743411269;0446675059;3
0743411269;0446613266;3
0743411269;0671036505;3
0385318073;0316666343;3
0743411269;0515121843;3
0345413369;0316666343;3
0345413369;0316781266;3
0385314698;044900371X;3
0345413369;0440214041;3
0345413369;0380789035;3
0345413369;0440998050;3
0345413369;0060977493;3
0345413369;0060934417;3
0345413865;0425163407;3
0345413865;0380817691;3
0679744398;0449005615;3
0345413865;0312924585;3
0679744398;0440998050;3
0345413865;0440211727;3
0679744398;043935806X;3
0679744398;059035342X;3
0440229499;0671003755;3
0345413865;0316601950;3
0385315236;0385504209;3
0679744398;0440224624;3
0679744398;0440222656;3
0345413865;0345413881;3
0345413377;0380002930;3
0345413377;0380789019;3
0345413377;0380789035;3
0380792745;0767905180;3
0380792745;0767905385;3
0345413377;0425192733;3
0345413377;0380977788;3
0345413377;0385504209;3
0385315236;0316602051;3
0440229499;0446310786;3
0385314744;0452264464;3
0440229499;0385335482;3
0380792745;0515133639;3
0684803860;0786868716;3
0684810395;0553561618;3
0684810387;0399142282;3
0684810395;0399145087;3
0684803860;0971880107;3
0684803860;0804115613;3
0385315236;0345337662;3
0345413865;0312278586;3
0684810387;0060391626;3
0345413865;055357227X;3
0345413865;0553563521;3
0385315236;0440211727;3
0385315236;0440122090;3
0385315236;0440221595;3
0385315236;0440214041;3
0316781010;0425147622;3
0316781010;0399148027;3
0316781010;0609804138;3
0385314744;0679746048;3
0385315236;0525941908;3
0590660543;0330267388;3
0385490445;014023313X;3
0385490445;0062502182;3
0451210743;0060502258;3
0142000663;0345387651;3
0804111898;0439064872;3
0142000663;0451524934;3
0142000663;0345342968;3
0804111898;080410526X;3
0380005239;0440180295;3
0804111898;0804105820;3
0553277537;0060502258;3
0804111898;0345337662;3
0451210743;0312282990;3
0451210743;0345361792;3
0385490445;0446532231;3
0385490445;044021145X;3
0425177173;0425190641;3
0804111898;0440214041;3
0804111898;044022165X;3
0385490445;0553279378;3
0451209907;1573229571;3
0804111898;0451167317;3
0451210743;0451207521;3
0553277537;0385484518;3
0380005239;055321313X;3
0609608444;193156146X;3
0609608444;0805063897;3
0451210743;0451166892;3
0380005239;0553268880;3
0425177173;0385479565;3
0609608444;0312282990;3
0380005239;0671003755;3
0380005239;080410753X;3
0425177173;0316096199;3
0804111898;0316666343;3
0140440046;0671003755;3
0446519081;0345370775;3
0140440046;0679781587;3
0446519081;0316666343;3
067169071X;0451169522;3
0140481389;0553210092;3
067169071X;0451161343;3
0140440046;0553268880;3
0140440046;0553274295;3
0446519081;0385504209;3
0446519081;038542017X;3
067169071X;0385504209;3
0140440046;0452269571;3
0140440046;080410753X;3
0451207521;0385512104;3
080411935X;0345361792;3
080411935X;0316666343;3
0140481389;0671003755;3
080411935X;014025448X;3
080411935X;0060987529;3
0140481389;0399501487;3
0805019375;0399147195;3
0140481346;059035342X;3
0140481346;0684801523;3
0451207521;0375705171;3
067169071X;0671867091;3
0140481389;0446310786;3
067169071X;0671868691;3
067169071X;0671868713;3
0451207521;044021145X;3
0451207521;0440213029;3
0451207521;0440213290;3
0451207521;0440217490;3
0140481389;0553271636;3
0451207521;0553273914;3
0140481346;0316769487;3
0140481346;0441304834;3
0446519081;0060391626;3
0446519081;0142001740;3
0140481346;0440414806;3
0425184129;014025448X;3
0140481346;0385335881;3
0446519081;0312195516;3
0451207521;0316666343;3
0140481346;0142002267;3
0425177173;0385504209;3
0590660543;0552142379;3
0451210743;0440221471;3
0553277537;034538475X;3
0609608444;0060976845;3
0804115613;0345342968;3
0140481389;0380002930;3
0140481389;0316666343;3
0140481389;0345342968;3
0590660543;043935806X;3
0590660543;0552131067;3
0590660543;0552131075;3
0553277537;0316769487;3
0590660543;0552134627;3
0609608444;0060392452;3
0425177173;0440225701;3
0425177173;0440241073;3
0451209907;0786868716;3
0375413634;0345361792;3
0375413634;0374199698;3
