Title,Cluster
A Dog of Flanders,4
Auto Focus,0
The Mighty Macs,0
We Need to Talk About Kevin,0
Somewhere,2
Factory Girl,0
I Hope They Serve Beer in Hell,0
The Christmas Candle,0
Losin' It,0
Mother and Child,4
March or Die,0
Les visiteurs,0
Freeheld,0
Dom Hemingway,2
The Extra Man,4
Hesher,4
Gerry,4
Wah-Wah,4
The Heart of Me,0
Ca$h,0
Hard to Be a God,3
The Boondock Saints,0
Snow Queen,1
Z Storm,0
Twixt,4
Criminal Activities,4
High School Musical 2,2
Adventures in Appletown,0
Stargate: The Ark of Truth,0
Alpha and Omega 4: The Legend of the Saw Toothed Cave,2
Pale Rider,0
House at the End of the Street,2
Dazed and Confused,1
Two Lovers and a Bear,0
Aimee & Jaguar,1
The Chumscrubber,0
Shade,1
Bran Nue Dae,4
"Remember Me, My Love",2
Perrier's Bounty,0
Elite Squad,0
Annabelle,0
Boyz n the Hood,4
La Bamba,0
The Four Seasons,0
Dressed to Kill,4
The Adventures of Huck Finn,2
Go,1
Friends with Money,2
The Andromeda Strain,3
Bats,0
Nowhere in Africa,2
Shame,0
Layer Cake,0
The East,5
The Work and the Glory II: American Zion,0
The Messenger,5
A Home at the End of the World,4
Aberdeen,0
Tracker,5
Good Bye Lenin!,4
Control,0
The Damned United,1
The Return of the Living Dead,0
Mallrats,0
Grease,0
Fahrenheit 9/11,0
Mary Poppins,0
Ordinary People,2
West Side Story,0
Caddyshack,5
The Brothers,0
The Wrestler,0
Do the Right Thing,0
Escape from New York,0
The Wood,0
A Nightmare on Elm Street 5: The Dream Child,1
Van Wilder: Party Liaison,1
Duel in the Sun,0
Best in Show,0
The Last King of Scotland,0
A Mighty Wind,1
School Daze,4
Daddy Day Camp,0
Mystic Pizza,0
Mr. Nice Guy,0
Sliding Doors,0
Tales from the Hood,0
Halloween 5,1
The Words,0
Bernie,0
Dolphins and Whales 3D: Tribes of the Ocean,0
Pollock,0
200 Cigarettes,0
City Island,2
Casa de mi Padre,0
The Guard,5
The Virgin Suicides,3
College,0
La science des rêves - Film B,1
Little Voice,0
Miss March,4
Simply Irresistible,0
Wish I Was Here,2
Goddess of Love,4
Only the Strong,0
Hedwig and the Angry Inch,0
Shattered Glass,1
The Wackness,0
Novocaine,0
Snow Flower and the Secret Fan,0
The Business of Strangers,0
Beastmaster 2: Through the Portal of Time,0
The 5th Quarter,0
The Great Train Robbery,0
Morvern Callar,2
The Flower of Evil,2
Come Early Morning,4
The Greatest,2
Deadfall,0
Julia,0
Lucky Break,0
"Surfer, Dude",0
Song One,4
Lake of Fire,0
Don McKay,0
11:14,1
Men of War,3
A Shine of Rainbows,4
Freaky Deaky,0
The Hit List,0
Videodrome,0
L'auberge espagnole,0
The Train,1
Winter in Wartime,0
Trade of Innocents,4
The Protector,4
Stiff Upper Lips,0
Bend It Like Beckham,1
Sunshine State,2
Standing Ovation,3
Khiladi 786,1
[Rec] 2,0
Chariots of Fire,0
Diary of a Mad Black Woman,0
Shine,0
Don Jon,2
High Plains Drifter,0
Ghost World,0
Iris,0
Galaxina,1
The Chorus,1
Mambo Italiano,1
Wonderland,0
Le Havre,0
Harvard Man,0
Salvation Boulevard,0
R100,1
Miss Julie,0
Animals,4
Irreversible,0
Grabbers,0
Headhunters,5
The Ten,0
A Room for Romeo Brass,0
Wilson,0
Saint Ralph,0
Dum Maaro Dum,0
Somewhere in Time,0
My Big Fat Greek Wedding,4
Paranormal Activity 3,4
Saw II,0
Insidious: Chapter 2,2
10 Cloverfield Lane,2
The Visit,0
Jackass: The Movie,0
Lights Out,0
Paranormal Activity 4,2
Ouija,3
A Nightmare on Elm Street 3: Dream Warriors,0
Instructions Not Included,2
The Return of the Pink Panther,0
The Robe,0
Freddy's Dead: The Final Nightmare,4
Monster,0
Paranormal Activity: The Marked Ones,4
"20,000 Leagues Under the Sea",0
Oculus,4
Dallas Buyers Club,0
No Escape,2
The Lazarus Effect,3
Our Idiot Brother,0
Clerks II,0
The Players Club,4
Billy Elliot,2
The Way Way Back,0
"As Above, So Below",0
The Apostle,2
The Man from Snowy River,4
House Party 2,0
Doug's 1st Movie,0
Race,0
Mommie Dearest,1
Still Alice,2
Halloween 4: The Return of Michael Myers,0
Apollo 18,0
Addicted,2
Halloween: The Curse of Michael Myers,0
The Egyptian,0
Eve's Bayou,1
Nighthawks,0
Friday the 13th Part VIII: Jason Takes Manhattan,0
Spring Breakers,0
Y Tu Mamá También,4
Shaun of the Dead,0
The Haunting of Molly Hartley,0
Lone Star,0
April Fool's Day,0
Diner,3
Lone Wolf McQuade,1
Sunshine Cleaning,4
Fifty Shades of Black,5
A Farewell to Arms,5
Solomon and Sheba,2
The Beastmaster,4
Not Easily Broken,0
Moms' Night Out,0
The Perfect Match,0
Digimon: The Movie,0
Saved!,0
The Barbarian Invasions,0
Robin and Marian,0
Force 10 from Navarone,0
The Forsaken,4
UHF,5
Sea Rex 3D: Journey to a Prehistoric World,1
Grandma's Boy,0
Slums of Beverly Hills,2
Made,3
Moon,0
90 Minutes in Heaven,0
Keeping Up with the Steins,0
The Sweet Hereafter,0
Bottle Shock,1
Of Gods and Men,3
Jekyll and Hyde... Together Again,0
Green Room,0
Heavenly Creatures,0
Everything Must Go,0
Kill the Messenger,1
Rabbit Hole,4
Zero Effect,1
The Machinist,5
Light Sleeper,0
Atlas Shrugged: Who Is John Galt?,0
Party Monster,0
The Oh in Ohio,4
Bottle Rocket,0
Albino Alligator,0
"Gandhi, My Father",1
Standard Operating Procedure,0
Tucker and Dale vs Evil,3
Out of the Blue,4
"Lovely, Still",0
Tycoon,0
Desert Blue,5
Decoys,0
Christmas Eve,0
Redacted,1
Rudderless,0
Fascination,0
Area 51,4
Sleep Tight,0
Flying By,0
The Cottage,0
Dead Like Me: Life After Death,2
Farce of the Penguins,0
Henry & Me,4
Born of War,2
Yoga Hosers,0
Dying of the Light,0
Let's Kill Ward's Wife,3
Capricorn One,0
We Have Your Husband,0
Should've Been Romeo,0
Aztec Warrior,0
Navy Seals vs. Zombies,2
The Hatching,0
Running Forever,2
I Served the King of England,0
Soul Kitchen,0
The Awakening,0
All Hat,0
Hostel,0
Only God Forgives,0
Take Shelter,2
Tristram Shandy: A Cock and Bull Story,1
The Texas Chainsaw Massacre 2,2
Lady in White,5
Driving Lessons,0
Without Men,1
Treading Water,0
Pat Garrett & Billy the Kid,5
Camping sauvage,2
Dear Frankie,2
The Names of Love,4
Savage Grace,1
Out of the Blue,0
Police Academy,3
Four Weddings and a Funeral,0
The Blue Lagoon,0
Fast Times at Ridgemont High,3
25th Hour,0
Moby Dick,1
Bound,0
State Fair,2
Låt den rätte komma ut,0
Tango,0
Salvador,5
Saving Private Perez,0
Mozart's Sister,0
Character,0
Spun,0
Life During Wartime,2
Lady Vengeance,2
Blackthorn,4
Maggie,0
Lilya 4-Ever,4
After.Life,4
Mean Machine,3
Exiled,0
The Sweeney,0
Falcon Rising,0
Hansel & Gretel Get Baked,0
Fugly,0
Zipper,2
Silent Movie,0
R.L. Stine's Monsterville: The Cabinet of Souls,0
Whale Rider,4
Sexy Beast,0
Easy Money,0
Night of the Living Dead,3
Night Watch,0
Survival of the Dead,0
Cargo,0
High School Musical,0
Love and Death on Long Island,0
Porky's,3
The Crying Game,0
Lost in Translation,4
The Greatest Show on Earth,1
The Boy Next Door,4
Leaving Las Vegas,0
Monster's Ball,2
Boyhood,1
The Kids Are All Right,2
A Haunted House 2,2
The Last Exorcism Part II,0
The Front Page,0
Trapeze,4
They Live,0
What the #$*! Do We (K)now!?,0
Scoop,5
The Wash,0
3 Strikes,0
The Cooler,0
The Misfits,0
The Night Listener,4
The Jerky Boys,0
The Orphanage,2
The Rules of Attraction,1
Topaz,0
Let's Go to Prison,0
Four Rooms,0
Secretary,4
The Real Cancun,0
Talk Radio,0
Waiting for Guffman,5
Love Stinks,0
Samsara,0
You Kill Me,4
The Art of Getting By,0
Thumbsucker,0
Red State,3
Mirrormask,0
The Barbarians,0
Holy Motors,0
Poolhall Junkies,0
The Loss of Sexual Innocence,0
Joe,5
Prison,1
Shooting Fish,0
Adore,0
Psycho Beach Party,0
The Big Tease,0
Desert Dancer,0
"Buen Día, Ramón",4
Mondays in the Sun,1
Trust,0
An Everlasting Piece,2
Among Giants,0
The Velocity of Gary,0
Stake Land,0
Futuro Beach,0
The Last Time I Committed Suicide,1
Another Happy Day,2
Inescapable,0
The Geographer Drank His Globe Away,0
A Lonely Place to Die,3
Nothing,2
The Loved Ones,0
1776,0
Hell's Angels,0
Purple Violets,0
No Vacancy,3
The Veil,0
The Perfect Wave,4
How to Fall in Love,5
Chain of Command,2
A Man for All Seasons,1
Down for Life,0
The Good Heart,4
Major Dundee,0
Annie Get Your Gun,1
House of Sand,4
Four Lions,0
Defendor,0
The Ballad of Cable Hogue,0
The Pirate,0
The History Boys,5
Midnight Cowboy,0
Airplane!,0
The Full Monty,1
Menace II Society,4
Friday,0
The Witch,2
Sharknado,0
Creepshow 2,0
In Cold Blood,2
The Nun's Story,2
Frenzy,1
Harper,0
I Got the Hook Up,0
She's the One,1
Train,3
Gods and Monsters,1
Evil Dead II,3
Pootie Tang,0
La otra conquista,1
Trollhunter,3
Ira & Abby,0
The Masked Saint,1
Winter Passing,0
D.E.B.S.,3
Time to Choose,0
Taxman,0
The Betrayed,1
2:13,0
"Batman: The Dark Knight Returns, Part 2",1
In the Name of the King: The Last Job,0
Wicked Blood,0
Dawn Patrol,0
Lords of London,0
March of the Penguins,2
High Anxiety,0
Margin Call,0
Choke,0
August,2
To Write Love on Her Arms,3
Bella,0
Human Traffic,0
The Dead Girl,1
The Opposite Sex,0
Class of 1984,0
The Class,0
Dreaming of Joseph Lees,0
Rosemary's Baby,4
Maria Full of Grace,2
Beginners,4
Adam,0
Feast,0
Antiviral,0
Animal House,0
Paranormal Activity 2,2
The Purge,2
Goldfinger,0
Sinister,0
The Original Kings of Comedy,0
Coming Home,0
Waking Ned Devine,0
Air Bud,4
Bowling for Columbine,0
A Nightmare on Elm Street 2: Freddy's Revenge,0
A Room with a View,0
Slow West,4
Jason Lives: Friday the 13th Part VI,1
Martin Lawrence Live: Runteldat,2
Beneath the Planet of the Apes,1
Pokémon 3: The Movie,1
Jason Goes to Hell: The Final Friday,0
Spaced Invaders,1
Family Plot,0
Torn Curtain,5
Dave Chappelle's Block Party,0
Krush Groove,0
Elmer Gantry,0
Next Day Air,0
Trippin',0
Red River,0
Before Midnight,0
Teen Wolf Too,0
Phat Girlz,0
Phantasm II,0
Woman Thou Art Loosed,5
Real Women Have Curves,4
Water,0
East Is East,0
Whipped,4
Kama Sutra: A Tale of Love,0
Frances Ha,4
Please Give,4
Willy Wonka & the Chocolate Factory,0
Warlock: The Armageddon,5
8 Heads in a Duffel Bag,0
Days of Heaven,4
Thirteen Conversations About One Thing,0
Compadres,4
Jawbreaker,0
Basquiat,0
Tsotsi,4
Letters to God,5
Happiness,1
DysFunktional Family,2
Tusk,0
Damsels in Distress,0
Hobo with a Shotgun,0
Bachelorette,4
Fish Tank,0
Freeway,0
Love's Abiding Joy,1
Chain Letter,0
Tim and Eric's Billion Dollar Movie,0
Brave New Girl,0
The Eclipse,0
Summer Storm,0
Fort McCoy,2
Just Looking,0
The Divide,0
Tanner Hall,0
My Big Fat Independent Movie,0
Demonic,0
They Came Together,0
Open Road,4
Barry Munday,2
The Deported,0
Chicago Overcoat,1
Never Back Down 2: The Beatdown,0
AWOL-72,5
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,4
Enter the Dangerous Mind,0
Something Wicked,4
Point Blank,2
Four Single Fathers,2
Iguana,0
Amnesiac,1
Unnatural,0
Close Range,4
Central Station,5
Pocketful of Miracles,0
Boynton Beach Club,0
Freakonomics,0
Griff the Invisible,4
High Tension,0
Hustle & Flow,0
Friday the 13th Part VII: The New Blood,0
Beer League,5
Diary of the Dead,3
The Black Stallion,4
Ulee's Gold,2
Sardaar Ji,4
Journey to Saturn,0
Donovan's Reef,0
The Dress,1
A Guy Named Joe,0
Blazing Saddles,0
Friday the 13th: The Final Chapter,2
Ida,2
Maurice,4
Riding Giants,0
Timecrimes,0
Timber Falls,4
Silver Medallist,5
"Fat, Sick & Nearly Dead",0
A Haunted House,0
2016: Obama's America,0
Kevin Hart: Let Me Explain,0
Garden State,2
That Thing You Do!,0
Halloween III: Season of the Witch,0
Religulous,0
Escape from the Planet of the Apes,1
Hud,0
The Spectacular Now,0
My Own Private Idaho,0
Robot & Frank,0
Sur le seuil,0
Jesus' Son,4
Saving Face,0
Brick Lane,4
The Lost Medallion: The Adventures of Billy Stone,0
My Life Without Me,4
Marilyn Hotchkiss' Ballroom Dancing and Charm School,0
Super,2
Fuel,0
Valley of the Heart's Delight,4
The Other End of the Line,5
8: The Mormon Proposition,0
Sleep Dealer,1
Eye of the Dolphin,4
Anatomy,4
The Calling,0
Alien Uprising,1
Christmas Mail,4
Stung,0
8 Days,2
Antibirth,0
The Rise of the Krays,0
Go for It!,2
Get on the Bus,3
Thr3e,0
Idiocracy,0
Always Woodstock,0
This Is England,2
Bathing Beauty,0
Do You Believe?,0
Show Boat,1
"Dancer, Texas Pop. 81",0
Redemption Road,0
The Toxic Avenger Part II,1
Eden,0
The Brave Little Toaster,3
Fantasia,0
Friday the 13th Part III,3
Friday the 13th: A New Beginning,0
The Last Sin Eater,0
Impact Point,0
The Valley of Decision,2
Chicken Tikka Masala,2
Jack Brooks: Monster Slayer,2
Bully,0
Elling,0
Mi America,0
[Rec],0
Containment,0
Lies in Plain Sight,1
The Timber,0
Sharkskin,0
Courageous,0
From Russia with Love,0
The Road Warrior,0
Sleeper,0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1
It Follows,4
Silent House,0
The Legend of Drunken Master,3
Boys Don't Cry,0
Boom Town,4
Gentleman's Agreement,0
Witchboard,4
The Triplets of Belleville,0
Smoke Signals,0
Winter's Bone,5
American Splendor,5
Thirteen,0
Touching the Void,1
Inside Job,0
Alexander's Ragtime Band,0
Me and You and Everyone We Know,0
We Are Your Friends,0
Harsh Times,0
Ghost Dog: The Way of the Samurai,5
Captive,0
Full Frontal,3
Waltz with Bashir,5
Shortbus,3
"The Book of Mormon Movie, Volume 1: The Journey",1
The Diary of a Teenage Girl,0
No End in Sight,0
In the Shadow of the Moon,1
Meek's Cutoff,0
Inside Deep Throat,5
Dinner Rush,0
The Virginity Hit,0
Clockwatchers,1
Subway,1
House of D,2
Teeth,0
Stonewall,4
Sherrybaby,0
The Last Five Years,0
Six-String Samurai,4
Hum To Mohabbat Karega,2
It's All Gone Pete Tong,1
Saint John of Las Vegas,5
24 7: Twenty Four Seven,0
Roadside Romeo,0
This Thing of Ours,3
Supercapitalist,0
Return of the Living Dead III,0
The Missing Person,0
London,4
Circle,0
Eden Lake,4
Gangster's Paradise: Jerusalema,4
Plush,4
The Ghastly Love of Johnny X,0
Vampire Killers,4
Grave Encounters,0
Freeze Frame,2
Stitches,0
Bananas,0
Nine Dead,0
No Man's Land: The Rise of Reeker,0
Rockaway,0
The Lady from Shanghai,0
Straight A's,2
The Legend of Hell's Gate: An American Conspiracy,1
Highway,2
Small Apartments,0
Coffee Town,0
All Is Bright,0
The Torture Chamber of Dr. Sadism,0
A Funny Thing Happened on the Way to the Forum,4
Slacker Uprising,0
The Walking Deceased,2
True Bromance,1
Growing Up Smith,2
The Curse of Downers Grove,0
Wind Walkers,3
The Dog Lover,0
Shark Lake,0
Buried,3
The Marine 4: Moving Target,0
River's Edge,0
Man on Wire,0
Nowhere Boy,4
Northfork,0
Brotherly Love,0
Submarine,0
The Square,3
ABCD (Any Body Can Dance),0
One to Another,0
Abandoned,2
Vaalu,4
The Last Exorcism,0
Beasts of the Southern Wild,0
Battle for the Planet of the Apes,0
Hang 'Em High,0
El crimen del padre Amaro,4
Songcatcher,2
Higher Ground,0
The Greatest Movie Ever Sold,0
Travelers and Magicians,1
Ed and His Dead Mother,0
Deadline - U.S.A.,0
Sublime,2
Dysfunctional Friends,1
Independence Daysaster,0
Against the Wild,0
A Beginner's Guide to Snuff,0
Run Lola Run,2
May,4
I Spit on Your Grave,0
Living Dark: The Story of Ted the Caver,0
In the Bedroom,4
Under the Same Moon,4
Conquest of the Planet of the Apes,0
Grace Unplugged,0
"Happy, Texas",0
My Summer of Love,4
Yes,0
From Here to Eternity,0
You Can't Take It with You,2
Foolish,0
She Wore a Yellow Ribbon,0
The Conversation,0
N-Secure,0
Caramel,0
Out of the Dark,2
The Bubble,3
Dil Jo Bhi Kahey...,0
Mississippi Mermaid,4
I Love Your Work,1
Insidious,2
Cabin Fever,0
Waitress,0
Kickboxer: Vengeance,0
Bloodsport,0
Kids,3
The Squid and the Whale,4
Kissing Jessica Stein,4
Spellbound,0
Exotica,0
The To Do List,0
The Gatekeepers,0
Buffalo '66,2
Repo Man,0
Nine Queens,0
The Lords of Salem,1
The Ballad of Jack and Rose,2
Unsullied,0
Killing Zoe,0
The Believer,4
Snow Angels,0
Session 9,0
Mooz-Lum,2
I Want Someone to Eat Cheese With,0
Amigo,0
Hatchet,3
My Name Is Bruce,0
Stolen Summer,0
The Salon,0
Road Hard,0
Forty Shades of Blue,4
Trucker,0
Pontypool,0
Me You and Five Bucks,0
Housebound,4
Wal-Mart: The High Cost of Low Price,0
Fetching Cody,0
The Lion of Judah,0
Once Upon a Time in Queens,0
Girl House,4
Closer to the Moon,0
Mutant World,3
#Horror,0
Checkmate,0
Snow White and the Seven Dwarfs,0
Shalako,3
The Holy Girl,0
The Blue Room,4
Incident at Loch Ness,0
Eddie: The Sleepwalking Cannibal,0
Queen of the Mountains,1
House at the End of the Drive,1
Batman: The Movie,1
The Ballad of Gregorio Cortez,2
The Celebration,2
Trees Lounge,0
Journey from the Fall,2
The Basket,1
Def-Con 4,1
Neal 'N' Nikki,0
The Hebrew Hammer,5
The Amazing Catfish,4
Forget Me Not,0
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0
The Algerian,1
Friday the 13th Part 2,0
C.H.U.D.,0
Filly Brown,0
Niagara,0
How Green Was My Valley,0
Da Sweet Blood of Jesus,0
The Rocky Horror Picture Show: Let's Do the Time Warp Again,0
Saw,0
"Sex, Lies, and Videotape",1
Super Troopers,0
You Can Count on Me,0
The Trouble with Harry,1
Home Run,0
But I'm a Cheerleader,0
The Blue Bird,0
Blue Like Jazz,0
The Second Mother,0
Q,0
Down and Out with the Dolls,1
"Pink Ribbons, Inc.",0
Certifiably Jonathan,0
The Knife of Don Juan,1
Extreme Movie,0
The Charge of the Light Brigade,0
Grand Theft Parsons,0
Below Zero,0
Crowsnest,0
Airborne,1
Cotton Comes to Harlem,0
Bleeding Hearts,0
The Wicked Within,2
God's Not Dead 2,0
Waiting...,0
Dead Man's Shoes,0
The Raid: Redemption,0
From a Whisper to a Scream,0
Sex with Strangers,0
Beyond the Black Rainbow,4
Dracula: Pages from a Virgin's Diary,0
The Sleepwalker,2
Faith Like Potatoes,0
Departure,2
Lake Mungo,0
Silent Running,0
The Dead Undead,0
The Vatican Exorcisms,1
The Devil Inside,4
Tom Jones,1
Unfriended,3
An Inconvenient Truth,0
Chernobyl Diaries,0
The Howling,2
Dr. No,0
Hellraiser,5
Cry_Wolf,0
Godzilla 2000,0
Blue Valentine,1
Transamerica,0
Beyond the Valley of the Dolls,0
Love Me Tender,0
Sands of Iwo Jima,0
The Green Inferno,3
The Sessions,0
Shine a Light,0
October Baby,0
The Skeleton Twins,0
20 Feet from Stardom,0
"Food, Inc.",5
Next Stop Wonderland,5
Obvious Child,0
Martha Marcy May Marlene,2
Frozen River,0
Two Girls and a Guy,4
The Broken Hearts Club: A Romantic Comedy,0
Who Killed the Electric Car?,0
Walking and Talking,0
Bubba Ho-Tep,0
Slam,4
Brigham City,1
Palo Alto,3
Fiza,0
Ajami,0
Orgazmo,4
All the Real Girls,4
Dream with the Fishes,0
The Act of Killing,0
Blue Car,4
Wristcutters: A Love Story,0
Luminarias,2
I Origins,0
Antarctica: A Year on Ice,0
The Battle of Shaker Heights,4
Taxi to the Dark Side,0
Guiana 1838,1
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1
Lisa Picard Is Famous,0
A Lego Brickumentary,0
The House of the Devil,0
Hardflip,4
Creative Control,0
Chocolate: Deep Dark Secrets,0
The Perfect Host,5
The Last Big Thing,0
Safe Men,1
Speedway Junky,4
Hits,0
The Specials,1
16 to Life,0
Alone with Her,4
The Sisterhood of Night,1
Special,0
Sparkler,0
The Helix... Loaded,1
Childless,1
In Her Line of Fire,0
The Jimmy Show,2
Heli,2
Karachi se Lahore,0
Loving Annabelle,0
Frat Party,0
Jimmy and Judy,0
The Party's Over,5
The Poker House,0
Proud,1
Steppin: The Movie,0
ZMD: Zombies of Mass Destruction,0
Snow White: A Deadly Summer,0
Truth or Die,0
Black Rock,0
Hidden Away,0
My Last Day Without You,4
Zombie Hunter,0
Doc Holliday's Revenge,2
A Fine Step,4
Fear Clinic,0
The Pet,4
Bang Bang Baby,0
1982,0
The Horror Network Vol. 1,0
American Hero,0
Por amor en el caserio,0
And Then Came Love,4
Hard Candy,0
Charly,5
Banshee Chapter,0
Ask Me Anything,0
L!fe Happens,0
Food Chains,0
Fruitvale Station,1
"4 Months, 3 Weeks and 2 Days",4
Circumstance,2
The Quiet,4
The Brass Teapot,0
Elza,4
Bambi,1
"For a Good Time, Call...",0
Latter Days,4
The Hammer,0
Windsor Drive,0
Harrison Montgomery,0
Celeste & Jesse Forever,0
Time Changer,0
London to Brighton,4
Crying with Laughter,0
Welcome to the Dollhouse,5
Raising Victor Vargas,0
Ruby in Paradise,4
Pandora's Box,4
Live-In Maid,4
Deterrence,1
The Mudge Boy,0
The Young Unknowns,0
Dead Snow,3
Not Cool,3
Kill List,0
Vessel,0
Saints and Soldiers,0
American Graffiti,0
Iraq for Sale: The War Profiteers,0
Kevin Hart: Laugh at My Pain,0
Aqua Teen Hunger Force Colon Movie Film for Theaters,5
Safety Not Guaranteed,0
The Innkeepers,0
The Conformist,0
Interview with the Assassin,0
Donkey Punch,3
All the Boys Love Mandy Lane,3
Destiny,3
Bled,2
Adulterers,0
Hoop Dreams,0
Rize,0
Half Nelson,5
L.I.E.,4
Naturally Native,0
B-Girl,0
Walter,0
Hav Plenty,4
Escape from Tomorrow,0
After,0
The Hadza: Last of the First,1
Starsuckers,0
Treachery,5
Top Hat,5
The Blair Witch Project,0
Woodstock,1
The Kentucky Fried Movie,0
Mercy Streets,0
Water & Power,0
Arnolds Park,2
Broken Vessels,4
They Will Have to Kill Us First,0
Crop Circles: Quest for Truth,0
The Maid's Room,0
Light from the Darkroom,0
Irreplaceable,0
A Hard Day's Night,1
The Harvest/La Cosecha,1
Julija in alfa Romeo,0
Love Letters,4
Faith Connections,0
High Road,3
Fireproof,1
Benji,0
Open Water,0
Kingdom of the Spiders,0
Mad Hot Ballroom,1
The Station Agent,4
To Save a Life,2
Wordplay,5
Beyond the Mat,0
The Singles Ward,0
Sholem Aleichem: Laughing in the Darkness,0
Osama,1
Groove,5
The R.M.,1
Twin Falls Idaho,0
Mean Creek,0
Drinking Buddies,0
Hurricane Streets,0
Never Again,0
Civil Brand,4
Monsters,0
Lonesome Jim,2
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0
The Other Dream Team,1
Rubber,4
Johnny Suede,4
Finishing the Game: The Search for a New Bruce Lee,0
Kiss the Bride,0
The Journey,0
The Slaughter Rule,4
The Living Wake,0
Scott Walker: 30 Century Man,0
The Californians,0
Born to Fly: Elizabeth Streb vs. Gravity,0
Detention of the Dead,3
Crazy Stone,5
Now Is Good,0
Everything Put Together,3
Good Kill,2
Enter Nowhere,0
Girls Gone Dead,3
Insomnia Manica,3
America Is Still the Place,0
The Outrageous Sophie Tucker,0
Subconscious,5
Roadside,0
Diamond Ruff,0
Love in the Time of Monsters,0
The King of Najayo,1
Fight to the Finish,4
Once Upon a Time in Venice,0
Alleluia! The Devil's Carnival,0
Bizarre,0
The Sound and the Shadow,5
Rodeo Girl,0
The Little Ponderosa Zoo,1
The Toxic Avenger,1
Paranormal Activity,2
Straight Out of Brooklyn,2
Bloody Sunday,0
Conversations with Other Women,4
Censored Voices,1
Poultrygeist: Night of the Chicken Dead,0
As It Is in Heaven,0
Mutual Friends,3
Rise of the Entrepreneur: The Search for a Better Way,1
42nd Street,0
Metropolitan,3
Gory Gory Hallelujah,0
Blue Ruin,2
Napoleon Dynamite,2
Quinceañera,2
Dogtown and Z-Boys,0
Tarnation,0
I Want Your Money,1
The Beyond,4
What Happens in Vegas,4
Fabled,0
The Dark Hours,1
My Beautiful Laundrette,5
Show Me,0
Cries & Whispers,4
Intolerance: Love's Struggle Throughout the Ages,1
The Broadway Melody,0
The Evil Dead,0
Trekkies,0
Maniac,4
American Ninja 2: The Confrontation,1
Murderball,0
My Dog Tulip,1
51 Birch Street,0
Royal Kill,0
Rotor DR1,0
Dogtooth,0
Tumbleweeds,1
Tupac: Resurrection,0
The Prophecy,1
Pieces of April,2
When the Cat's Away,4
Wendy and Lucy,4
The Big Swap,0
Old Joy,0
Pierrot le Fou,0
3 Backyards,1
Sisters in Law,0
Nothing But a Man,0
Ayurveda: Art of Being,0
"First Love, Last Rites",0
Fighting Tommy Riley,5
Locker 13,1
The Looking Glass,0
Death Race 2000,0
Some Guy Who Kills People,0
Midnight Cabaret,0
Teeth and Blood,0
Anderson's Cross,0
Amidst the Devil's Wings,0
Death Calls,5
Compliance,0
Graduation Day,0
Chasing Amy,0
Lovely & Amazing,0
Better Luck Tomorrow,3
Like Crazy,0
The Incredibly True Adventure of Two Girls in Love,5
Chuck & Buck,5
American Desi,0
Cube,0
Love and Other Catastrophes,0
I Married a Strange Person!,0
November,0
Sugar Town,0
The Canyons,0
The Motel,2
On the Outs,4
Shotgun Stories,0
Exam,1
The Sticky Fingers of Time,0
Along the Roadside,4
Sunday School Musical,3
Rust,2
The Christmas Bunny,1
Ink,3
The Frozen,2
Jesus People,0
Butterfly,0
Horse Camp,0
Give Me Shelter,0
Rock the House,0
Shooting the Warwicks,1
Western Religion,1
The Big Parade,4
Little Big Top,5
Bronson,4
Burn,0
Urbania,1
"The Beast from 20,000 Fathoms",0
The Stewardesses,0
Mad Max,0
Swingers,0
A Fistful of Dollars,0
The Grace Card,1
She Done Him Wrong,0
Short Cut to Nirvana: Kumbh Mela,0
3,4
Middle of Nowhere,0
Call + Response,0
The Business of Fancydancing,0
Super Hybrid,1
Baghead,0
Malevolence,0
Good Dick,4
The Case of the Grinning Cat,0
Solitude,2
Ordet,2
The Trials of Darryl Hunt,1
The Man from Earth,5
An American Girl Holiday,4
Yesterday Was a Lie,0
Archaeology of a Woman,0
Sanctuary; Quite a Conundrum,0
Theresa Is a Mother,0
Perfect Cowboy,0
H.,0
Weekend,2
Butterfly Girl,0
She's Gotta Have It,4
Another Earth,4
Heroes of Dirt,0
The World Is Mine,1
The Horse Boy,2
Sweet Sweetback's Baadasssss Song,2
Once,0
Tadpole,0
The Woman Chaser,0
Antarctic Edge: 70° South,3
Top Spin,0
When the Lights Went Out,2
A Charlie Brown Christmas,0
Aroused,0
Roger & Me,0
Sound of My Voice,4
An American in Hollywood,4
The Brain That Sings,1
Your Sister's Sister,0
The Blood of My Brother,0
A Dog's Breakfast,0
Une Femme Mariée,4
The Birth of a Nation,0
The Work and the Story,0
The Gallows,0
Facing the Giants,0
Eraserhead,0
Hollywood Shuffle,5
Over the Hill to the Poorhouse,2
The Mighty,4
Penitentiary,0
The Lost Skeleton of Cadavra,0
Cheap Thrills,2
The Past is a Grotesque Animal,0
Indie Game: The Movie,0
"Dude, Where's My Dog?!",2
Echo Dr.,2
Closure,2
Open Secret,0
The Night Visitor,0
Tiger Orange,0
